Customer_ID,Name,Segment,Total_Balance,Silent_Churn_Risk_Index,Risk_Band,Primary_Risk_Reason,Secondary_Risk_Reason,Why_At_Risk,Risk_Archetype,Recommended_Action,Dim1_Value,Dim2_Outflow,Dim3_Digital,Dim4_Service,Dim5_Credit,Dim6_Data_Confidence
CUST_00094,Shreya Mehta,Mass Retail,4827.0,45.77,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 17/25); Declining digital engagement (score: 14/20); Credit stress (Max DPD: 18.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,4.02,17.09,13.82,5.1,5.74,0.0
CUST_00095,Dev Joshi,Privileged,337404.86,66.37,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 19/25); Declining digital engagement (score: 15/20); Service friction (3 complaints, CSAT: 3.0); Credit stress (Max DPD: 7.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,13.55,19.15,14.51,14.12,5.04,0.0
CUST_00096,Srinivas Sharma,Mass Retail,7041.03,32.4,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 15/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,4.31,15.15,1.95,8.2,1.96,0.83
CUST_00097,Karan Kumar,Privileged,58537.28,42.1,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,10.12,10.96,13.96,5.1,1.96,0.0
CUST_00098,Lakshmi Mishra,Mass Retail,-3408.75,41.78,Moderate,RECENT_SERVICE_FRICTION,CREDIT_STRESS,"Service friction (2 complaints, CSAT: 3.5); Credit stress (Max DPD: 11.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,3.92,14.87,2.81,14.77,5.41,0.0
CUST_00099,Aditi Kulkarni,Mass Retail,1279.85,42.58,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,2.57,12.36,14.96,10.73,1.96,0.0
CUST_00100,Mohan Agarwal,Mass Retail,21664.82,38.91,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (2 complaints, CSAT: 4.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,6.43,8.91,6.47,12.85,4.25,0.0
CUST_00101,Lakshmi Kumar,Mass Retail,42175.98,42.12,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,7.68,12.54,14.84,5.1,1.96,0.0
CUST_00102,Nandini Reddy,Wealth,1815460.91,68.7,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 18/25); Declining digital engagement (score: 15/20); Service friction (2 complaints, CSAT: 3.0); Credit stress (Max DPD: 10.0); High-value customer (Balance: ₹1,815,461)",A: High Value + Multi-Signal Risk,Priority RM outreach within 48 hours; personalized retention offer; fee waiver review,15.87,18.02,15.1,14.37,5.34,0.0
CUST_00103,Rakesh Desai,Mass Retail,12504.16,34.27,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.62,14.78,7.81,5.1,1.96,0.0
CUST_00104,Neha Kulkarni,Wealth,194984.78,49.6,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 18/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,14.16,17.75,7.22,8.51,1.96,0.0
CUST_00105,Pranav Naidu,Mass Retail,90071.18,36.4,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,9.01,15.0,1.29,7.47,1.96,1.67
CUST_00106,Pranav Verma,Mass Retail,4233.47,44.28,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (3 complaints, CSAT: 4.67)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,3.13,11.57,14.44,12.35,1.96,0.83
CUST_00107,Yash Gupta,Privileged,289500.14,41.63,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (3 complaints, CSAT: 3.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,12.11,10.25,2.41,14.9,1.96,0.0
CUST_00108,Ananya Gupta,Mass Retail,138224.47,52.42,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 16/25); Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,9.57,15.55,15.45,9.89,1.96,0.0
CUST_00109,Gaurav Reddy,Mass Retail,24607.73,32.62,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,6.54,13.01,6.01,5.1,1.96,0.0
CUST_00110,Nikhil Choudhary,Mass Retail,33148.24,40.2,Moderate,LOW_CSAT,CREDIT_STRESS,Credit stress (Max DPD: 7.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,7.93,11.78,3.61,11.84,5.04,0.0
CUST_00111,Shreya Verma,Mass Retail,15116.37,47.38,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (2 complaints, CSAT: 3.5)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.97,12.3,13.58,14.57,1.96,0.0
CUST_00112,Sanjay Gupta,Mass Retail,7289.14,47.88,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 17/20); Service friction (3 complaints, CSAT: 4.33)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.51,9.33,16.75,12.52,4.77,0.0
CUST_00113,Ananya Nair,Mass Retail,50120.95,31.05,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,7.44,13.68,2.87,5.1,1.96,0.0
CUST_00114,Sneha Reddy,Mass Retail,23096.4,47.16,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 15/25); Service friction (3 complaints, CSAT: 2.33); Credit stress (Max DPD: 8.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,7.17,15.14,3.23,16.47,5.15,0.0
CUST_00115,Vivek Iyer,Mass Retail,83198.85,56.07,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (6 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,9.63,13.47,13.92,14.28,4.77,0.0
CUST_00116,Deepa Joshi,Privileged,88236.74,51.33,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (1 complaints, CSAT: 2.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,10.78,12.18,13.52,12.89,1.96,0.0
CUST_00117,Deepa Joshi,Privileged,222396.82,57.83,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 18/25); Declining digital engagement (score: 15/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,11.9,17.72,15.1,11.15,1.96,0.0
CUST_00118,Aarav Verma,Wealth,171660.3,60.02,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 16/25); Declining digital engagement (score: 14/20); Service friction (1 complaints, CSAT: 1.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,14.04,16.23,14.37,13.42,1.96,0.0
CUST_00119,Varun Kulkarni,Mass Retail,25668.01,32.24,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 15.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,7.51,11.17,2.83,5.1,5.63,0.0
CUST_00120,Ravi Nair,Mass Retail,1246.86,28.05,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,2.57,9.75,7.84,5.1,1.96,0.83
CUST_00121,Vivek Naidu,Mass Retail,108059.95,41.25,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 18/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,11.22,17.62,5.35,5.1,1.96,0.0
CUST_00122,Ananya Mehta,Mass Retail,28766.11,56.03,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 17/25); Declining digital engagement (score: 16/20); Service friction (4 complaints, CSAT: 3.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,6.27,16.71,15.95,15.14,1.96,0.0
CUST_00123,Pranav Desai,Mass Retail,24437.14,42.01,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 16/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,6.68,9.22,16.1,5.1,4.91,0.0
CUST_00124,Riya Bose,Mass Retail,17089.93,51.63,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 15/25); Declining digital engagement (score: 15/20); Credit stress (Max DPD: 13.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,6.54,15.32,14.73,9.5,5.54,0.0
CUST_00125,Aditya Kumar,Mass Retail,6059.25,25.89,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,3.54,9.15,6.14,5.1,1.96,0.0
CUST_00126,Charan Rao,Mass Retail,13343.18,32.96,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,4.74,6.67,14.49,5.1,1.96,0.0
CUST_00127,Arjun Verma,Privileged,780215.95,58.55,High,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 17/25); Service friction (1 complaints, CSAT: 2.0); Credit stress (Max DPD: 8.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,14.04,17.45,7.43,14.48,5.15,0.0
CUST_00128,Kiran Mishra,Mass Retail,21083.4,37.6,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,5.62,9.81,15.11,5.1,1.96,0.0
CUST_00129,Rohan Joshi,Mass Retail,31334.87,45.83,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,7.07,12.84,14.28,9.68,1.96,0.0
CUST_00130,Varun Reddy,Privileged,109913.83,48.16,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 17/25); Service friction (1 complaints, CSAT: 3.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,11.7,17.22,5.03,12.25,1.96,0.0
CUST_00131,Riya Rao,Mass Retail,2821.17,44.95,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 15/20); Service friction (1 complaints, CSAT: 3.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,2.83,13.08,14.54,12.54,1.96,0.0
CUST_00132,Sneha Choudhary,Mass Retail,8893.0,31.31,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (1 complaints, CSAT: 3.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,4.05,8.19,3.93,13.18,1.96,0.0
CUST_00133,Sanjay Kulkarni,Mass Retail,27983.34,57.42,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 18/25); Declining digital engagement (score: 13/20); Service friction (1 complaints, CSAT: 1.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,7.55,17.66,13.41,14.76,4.04,0.0
CUST_00134,Charan Kulkarni,Privileged,223802.61,44.38,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 17/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,11.91,8.69,16.72,5.1,1.96,0.0
CUST_00135,Aditya Iyer,Mass Retail,29125.71,43.01,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,6.9,14.77,14.28,5.1,1.96,0.0
CUST_00136,Akash Nair,Mass Retail,22384.87,44.12,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (3 complaints, CSAT: 3.33)",F: No Dominant Archetype,Standard monitoring; no immediate action required,6.5,12.1,6.5,14.98,4.04,0.0
CUST_00137,Manish Agarwal,Wealth,895298.78,55.65,High,RECENT_SERVICE_FRICTION,HIGH_CUSTOMER_VALUE,"Service friction (3 complaints, CSAT: 3.67); High-value customer (Balance: ₹895,299)",F: No Dominant Archetype,Standard monitoring; no immediate action required,15.13,13.64,5.77,17.07,4.04,0.0
CUST_00138,Nandini Joshi,Mass Retail,21852.11,41.88,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,5.7,14.12,15.0,5.1,1.96,0.0
CUST_00139,Sahil Menon,Mass Retail,106999.72,40.02,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,9.26,12.72,5.96,10.12,1.96,0.0
CUST_00140,Mohan Patel,Mass Retail,16249.79,35.92,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,5.71,12.98,5.15,10.12,1.96,0.0
CUST_00141,Sahil Mehta,Mass Retail,3460.61,47.79,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (3 complaints, CSAT: 3.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,2.95,14.79,13.65,14.44,1.96,0.0
CUST_00142,Sahil Rao,Mass Retail,6663.92,44.84,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 15/20); Service friction (1 complaints, CSAT: 2.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,3.65,11.12,14.92,13.19,1.96,0.0
CUST_00143,Deepa Naidu,Mass Retail,48072.0,35.06,Moderate,RECENT_SERVICE_FRICTION,CREDIT_STRESS,"Service friction (2 complaints, CSAT: 4.0); Credit stress (Max DPD: 7.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,8.71,7.1,2.07,12.14,5.04,0.0
CUST_00144,Gaurav Verma,Mass Retail,28405.74,47.85,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 16/20); Credit stress (Max DPD: 8.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,9.09,12.25,16.26,5.1,5.15,0.0
CUST_00145,Lakshmi Bose,Mass Retail,11287.37,43.32,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 13/20); Service friction (3 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.42,9.85,13.41,13.68,1.96,0.0
CUST_00146,Rakesh Sharma,Mass Retail,62343.28,46.88,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (3 complaints, CSAT: 3.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,10.53,13.86,1.61,16.43,4.45,0.0
CUST_00147,Riya Rao,Privileged,371086.86,61.89,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 16/25); Declining digital engagement (score: 16/20); Service friction (4 complaints, CSAT: 4.75)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,13.0,16.46,15.62,12.77,4.04,0.0
CUST_00148,Sahil Desai,Privileged,39580.8,26.93,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,9.33,8.86,1.68,5.1,1.96,0.0
CUST_00149,Pranav Iyer,Mass Retail,4261.76,41.23,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 16/25); Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,3.73,15.78,14.66,5.1,1.96,0.0
CUST_00150,Nikhil Mishra,Mass Retail,17219.11,37.19,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (1 complaints, CSAT: 3.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,6.56,12.95,0.66,12.25,4.77,0.0
CUST_00151,Manish Iyer,Mass Retail,24579.23,46.68,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 16/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,5.94,12.2,16.04,10.54,1.96,0.0
CUST_00152,Sanjay Kulkarni,Privileged,170857.85,51.66,High,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,12.24,12.52,15.36,9.58,1.96,0.0
CUST_00153,Nandini Choudhary,Mass Retail,40050.81,57.71,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 17/25); Declining digital engagement (score: 16/20); Credit stress (Max DPD: 14.0),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,8.31,16.81,16.16,10.85,5.58,0.0
CUST_00154,Deepa Choudhary,Privileged,29032.31,43.93,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (2 complaints, CSAT: 4.5)",F: No Dominant Archetype,Standard monitoring; no immediate action required,8.69,13.04,8.09,12.15,1.96,0.0
CUST_00155,Rahul Kulkarni,Mass Retail,175894.01,66.82,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 19/25); Declining digital engagement (score: 14/20); Service friction (3 complaints, CSAT: 3.33); Credit stress (Max DPD: 18.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,13.31,18.56,14.39,14.82,5.74,0.0
CUST_00156,Vivek Patel,Mass Retail,3144.33,41.84,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 13/20); Credit stress (Max DPD: 10.0),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,3.64,9.24,13.37,10.25,5.34,0.0
CUST_00157,Ishita Sharma,Privileged,25239.64,50.51,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 18/25); Declining digital engagement (score: 17/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,8.98,17.83,16.64,5.1,1.96,0.0
CUST_00158,Aditi Patel,Mass Retail,42080.85,39.26,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,8.43,14.92,6.19,5.1,4.62,0.0
